Dia,Estación,Hora,Temperatura (°C),Humedad (%),Presión (hPa),Velocidad de viento (m/s),CO (mg/m3),NO (ug/m3),NO2 (ug/m3),NOX (ug/m3),O3 (ug/m3),PM10 (ug/m3),time
29/04/22,Otoño,02:00 a. m.,7.6,55,936.85,1.67,0.63,48.88,41.12,116.08,21.9,17,2022-04-29T02:00:00Z
29/04/22,Otoño,03:00 a. m.,6.8,61,937.12,1.94,0.55,42.75,37.58,103.14,21.64,13.5,2022-04-29T03:00:00Z
29/04/22,Otoño,04:00 a. m.,6.3,55,936.48,1.94,0.54,39.92,35.12,96.33,20.83,9,2022-04-29T04:00:00Z
29/04/22,Otoño,05:00 a. m.,5.4,62,936.12,1.67,0.53,39.58,35.03,95.72,20.94,13.5,2022-04-29T05:00:00Z
29/04/22,Otoño,06:00 a. m.,5,66,936.3,1.11,0.71,47.22,38.13,110.54,19.81,21.5,2022-04-29T06:00:00Z
29/04/22,Otoño,07:00 a. m.,4.3,68,936.67,1.11,0.84,65.45,40.8,141.16,18.95,34,2022-04-29T07:00:00Z
29/04/22,Otoño,08:00 a. m.,3.2,74,937.12,1.11,1.55,103.2,46.67,204.91,18.59,78.5,2022-04-29T08:00:00Z
29/04/22,Otoño,09:00 a. m.,6.2,55,936.39,1.67,1.41,112,49.03,220.77,19.22,93.5,2022-04-29T09:00:00Z
29/04/22,Otoño,10:00 a. m.,10,43,936.76,0,1.16,86.19,49.27,181.42,21.21,38.5,2022-04-29T10:00:00Z
29/04/22,Otoño,11:00 a. m.,12.2,38,936.3,1.67,0.91,73.36,50.46,162.94,23.63,35,2022-04-29T11:00:00Z
29/04/22,Otoño,12:00 p. m.,14.2,32,935.75,2.5,0.88,63.58,48.85,146.34,27.16,52.5,2022-04-29T12:00:00Z
29/04/22,Otoño,01:00 p. m.,15.4,30,934.57,1.94,0.86,55.58,47.07,132.3,29.03,42.5,2022-04-29T13:00:00Z
29/04/22,Otoño,02:00 p. m.,15.8,27,933.56,3.61,0.92,51.27,48.69,127.3,30.02,35,2022-04-29T14:00:00Z
29/04/22,Otoño,03:00 p. m.,16.2,27,932.83,3.06,0.86,34.96,50.46,104.07,22.61,37,2022-04-29T15:00:00Z
29/04/22,Otoño,04:00 p. m.,16.4,27,932.19,2.5,0.85,35.09,50.5,104.31,30.06,36.5,2022-04-29T16:00:00Z
29/04/22,Otoño,05:00 p. m.,16.6,28,931.55,1.67,0.74,40.04,49.43,110.83,34.82,42,2022-04-29T17:00:00Z
29/04/22,Otoño,06:00 p. m.,16.2,28,931.64,2.5,0.83,46.91,51.06,122.99,37.46,37,2022-04-29T18:00:00Z
29/04/22,Otoño,07:00 p. m.,14.8,37,931.91,1.11,1.08,65.85,54.14,155.11,38.92,40.5,2022-04-29T19:00:00Z
29/04/22,Otoño,08:00 p. m.,12,53,932.74,0,1.7,133.56,58.86,263.65,37.9,75.5,2022-04-29T20:00:00Z
29/04/22,Otoño,09:00 p. m.,11.4,55,932.65,1.11,1.4,120.51,57.33,242.12,36.29,63,2022-04-29T21:00:00Z
29/04/22,Otoño,10:00 p. m.,9.9,50,932.55,1.11,1.15,91.96,54.07,195.06,35.78,41,2022-04-29T22:00:00Z
29/04/22,Otoño,11:00 p. m.,9.2,52,932.46,1.67,1.17,83.48,52.94,180.93,34.5,49,2022-04-29T23:00:00Z
30/04/22,Otoño,12:00 a. m.,9,53,931.82,1.67,1.41,92.8,53.23,195.53,32.83,70,2022-04-30T00:00:00Z
30/04/22,Otoño,01:00 a. m.,8.3,55,931.55,1.94,1.29,79.72,51.24,173.48,31.05,57.5,2022-04-30T01:00:00Z
30/04/22,Otoño,02:00 a. m.,7.9,56,931.09,2.5,1.12,75.8,50.89,167.11,29.24,73.5,2022-04-30T02:00:00Z
30/04/22,Otoño,03:00 a. m.,7.6,56,930.18,1.67,1.02,68.32,50.05,154.81,28.73,53.5,2022-04-30T03:00:00Z
30/04/22,Otoño,04:00 a. m.,6.8,56,929.45,1.94,0.86,58.78,46.18,136.3,28.31,29.5,2022-04-30T04:00:00Z
30/04/22,Otoño,05:00 a. m.,6.6,61,929.17,1.67,0.72,52.12,44.74,124.66,28.07,24.5,2022-04-30T05:00:00Z
30/04/22,Otoño,06:00 a. m.,6.2,64,929.17,1.11,0.67,51.55,44.44,123.48,27.26,19.5,2022-04-30T06:00:00Z
30/04/22,Otoño,07:00 a. m.,5.6,65,929.63,1.11,0.77,64.05,45.81,144.01,26.82,33,2022-04-30T07:00:00Z
30/04/22,Otoño,08:00 a. m.,3.4,78,930.91,1.11,0.87,66.53,47.15,149.16,25.93,27.5,2022-04-30T08:00:00Z
30/04/22,Otoño,09:00 a. m.,5.5,68,931.18,0,0.68,73.88,48.92,162.2,26.33,43.5,2022-04-30T09:00:00Z
30/04/22,Otoño,10:00 a. m.,11.7,44,931.18,0,0.75,63.99,51.64,149.76,29.9,32,2022-04-30T10:00:00Z
30/04/22,Otoño,11:00 a. m.,14.8,36,931,2.5,0.78,52.3,52.01,132.21,30.49,42.5,2022-04-30T11:00:00Z
30/04/22,Otoño,12:00 p. m.,17.1,32,930.36,3.06,0.7,45.81,52.1,122.35,30.21,36.5,2022-04-30T12:00:00Z
30/04/22,Otoño,01:00 p. m.,18.3,32,929.54,2.5,0.77,49.39,51.09,126.82,35.24,34.5,2022-04-30T13:00:00Z
30/04/22,Otoño,02:00 p. m.,19.3,30,928.62,1.94,0.78,53.37,52.68,134.52,39.4,34,2022-04-30T14:00:00Z
30/04/22,Otoño,03:00 p. m.,20.7,29,927.53,2.5,0.85,48.78,55.29,130.08,39.63,41,2022-04-30T15:00:00Z
30/04/22,Otoño,04:00 p. m.,20.8,28,927.16,1.94,0.78,46.77,53.99,125.7,40.52,38.5,2022-04-30T16:00:00Z
30/04/22,Otoño,05:00 p. m.,20.6,30,926.98,2.5,0.72,45.35,53.85,123.39,41.94,38.5,2022-04-30T17:00:00Z
30/04/22,Otoño,06:00 p. m.,19.8,34,927.25,3.06,0.94,50.18,56.88,133.83,43.91,49,2022-04-30T18:00:00Z
30/04/22,Otoño,07:00 p. m.,17.7,49,927.89,0,1.17,82.95,67.08,194.27,43.34,60,2022-04-30T19:00:00Z
30/04/22,Otoño,08:00 p. m.,15.8,54,929.08,0,2.11,160.8,68.37,314.92,39.65,128,2022-04-30T20:00:00Z
30/04/22,Otoño,09:00 p. m.,15,50,929.72,1.67,2.38,179.11,68.3,342.94,36.97,123.5,2022-04-30T21:00:00Z
30/04/22,Otoño,10:00 p. m.,11.5,66,929.54,0,2.37,160.21,65.39,311.03,35.37,118.5,2022-04-30T22:00:00Z
30/04/22,Otoño,11:00 p. m.,11.3,63,929.45,1.67,2.25,144.42,63.36,284.8,33.27,120.5,2022-04-30T23:00:00Z
01/05/22,Otoño,12:00 a. m.,10.8,66,929.54,1.94,1.88,115.92,59.74,237.49,32.61,72.5,2022-05-01T00:00:00Z
01/05/22,Otoño,01:00 a. m.,11.7,53,928.99,1.94,1.75,106.22,57.74,220.62,32.63,76,2022-05-01T01:00:00Z
01/05/22,Otoño,02:00 a. m.,11.3,54,928.72,0,1.39,90.41,55.77,194.4,31.43,54,2022-05-01T02:00:00Z
01/05/22,Otoño,03:00 a. m.,10.8,55,928.53,1.67,1.09,75.4,53.16,168.77,30.38,36,2022-05-01T03:00:00Z
01/05/22,Otoño,04:00 a. m.,10,55,928.53,0,0.95,64.11,49.93,148.23,30.05,24.5,2022-05-01T04:00:00Z
01/05/22,Otoño,05:00 a. m.,9.5,55,928.62,0,0.82,58.2,47.94,137.19,29.42,18,2022-05-01T05:00:00Z
01/05/22,Otoño,06:00 a. m.,8.5,65,929.08,0,0.84,56.16,46.9,133.01,28.6,18.5,2022-05-01T06:00:00Z
01/05/22,Otoño,07:00 a. m.,9.3,63,929.72,2.5,0.84,61.84,48.57,143.38,27.7,26,2022-05-01T07:00:00Z
01/05/22,Otoño,08:00 a. m.,9.5,63,930.45,1.94,0.81,65.82,49.7,150.62,27.26,29.5,2022-05-01T08:00:00Z
01/05/22,Otoño,09:00 a. m.,9.8,63,930.91,1.67,0.89,69.19,49.33,155.42,27.68,27,2022-05-01T09:00:00Z
01/05/22,Otoño,10:00 a. m.,13.6,50,931.09,1.67,0.84,66.41,49.04,150.87,30.3,12.5,2022-05-01T10:00:00Z
01/05/22,Otoño,11:00 a. m.,15.4,40,930.63,3.61,0.7,50.99,50.41,128.6,29.94,22,2022-05-01T11:00:00Z
01/05/22,Otoño,12:00 p. m.,16.6,34,930.18,3.06,0.72,41,47.17,110.04,32.87,26.5,2022-05-01T12:00:00Z
01/05/22,Otoño,01:00 p. m.,18.2,28,929.17,2.5,0.76,32.32,47.23,96.79,59.91,18.5,2022-05-01T13:00:00Z
01/05/22,Otoño,02:00 p. m.,18.6,29,928.44,2.5,0.67,40.98,50.87,113.7,61.63,28,2022-05-01T14:00:00Z
01/05/22,Otoño,03:00 p. m.,19.6,29,927.25,3.06,0.78,43.69,52.73,119.72,56.72,35,2022-05-01T15:00:00Z
01/05/22,Otoño,04:00 p. m.,20,30,926.52,2.5,0.8,41.83,49.96,114.11,51.58,26,2022-05-01T16:00:00Z
01/05/22,Otoño,05:00 p. m.,19.8,33,926.52,2.5,0.69,42.14,48.07,112.69,52.19,30.5,2022-05-01T17:00:00Z
01/05/22,Otoño,06:00 p. m.,19.4,30,926.7,2.5,0.73,50.84,49.29,127.24,53,29.5,2022-05-01T18:00:00Z
01/05/22,Otoño,07:00 p. m.,18,37,927.34,1.67,0.91,67.99,55.98,160.22,51.32,33,2022-05-01T19:00:00Z
01/05/22,Otoño,08:00 p. m.,14.8,52,928.44,1.11,1.52,125.73,59.33,252.12,46.04,73.5,2022-05-01T20:00:00Z
01/05/22,Otoño,09:00 p. m.,14.2,53,929.26,1.94,1.54,130.08,58.19,257.66,42.89,73,2022-05-01T21:00:00Z
01/05/22,Otoño,10:00 p. m.,14,53,929.54,1.67,1.33,104.68,54.67,215.18,41.36,45.5,2022-05-01T22:00:00Z
01/05/22,Otoño,11:00 p. m.,13.4,54,929.81,1.94,1.21,94.88,54.11,199.6,41.21,45,2022-05-01T23:00:00Z
02/05/22,Otoño,12:00 a. m.,13.8,48,929.54,1.67,1.19,93.26,52.28,195.28,39.28,36,2022-05-02T00:00:00Z
02/05/22,Otoño,01:00 a. m.,13.6,46,929.54,1.94,1.03,89.53,50.27,187.56,37.29,33,2022-05-02T01:00:00Z
02/05/22,Otoño,02:00 a. m.,13,47,929.63,1.94,0.98,78.2,47.35,167.27,35.74,18,2022-05-02T02:00:00Z
02/05/22,Otoño,03:00 a. m.,12.2,50,929.36,1.67,0.75,68.23,44.38,149.01,34.56,15,2022-05-02T03:00:00Z
02/05/22,Otoño,04:00 a. m.,11.4,48,929.26,1.67,0.67,61.49,41.51,135.79,34.35,8,2022-05-02T04:00:00Z
02/05/22,Otoño,05:00 a. m.,10.8,51,929.17,1.11,0.68,57.96,40.21,129.09,34.43,14,2022-05-02T05:00:00Z
02/05/22,Otoño,06:00 a. m.,10.6,49,929.63,1.94,0.71,61.74,41.67,136.34,34.17,23,2022-05-02T06:00:00Z
02/05/22,Otoño,07:00 a. m.,10.2,48,930.18,1.67,0.92,74.47,45.25,159.43,33.82,77.5,2022-05-02T07:00:00Z
02/05/22,Otoño,08:00 a. m.,9,62,931.18,1.11,1.44,108.2,49.98,215.89,33.5,68,2022-05-02T08:00:00Z
02/05/22,Otoño,09:00 a. m.,9.6,54,932.28,1.67,1.58,127.68,52.47,248.24,34.67,67.5,2022-05-02T09:00:00Z
02/05/22,Otoño,10:00 a. m.,13.6,44,932.65,1.67,1.46,123.05,53.09,241.76,37.5,54,2022-05-02T10:00:00Z
02/05/22,Otoño,11:00 a. m.,17,40,932.46,1.67,1.26,98.57,54.7,205.84,41.26,45.5,2022-05-02T11:00:00Z
02/05/22,Otoño,12:00 p. m.,18.2,34,932.46,1.94,0.96,80.05,52.5,175.25,41.21,27,2022-05-02T12:00:00Z
02/05/22,Otoño,01:00 p. m.,19.4,29,932.46,3.06,0.87,59.86,52.52,144.31,39.55,24,2022-05-02T13:00:00Z
02/05/22,Otoño,02:00 p. m.,20,26,931.82,3.06,0.93,58.82,53.38,143.56,37.85,27.5,2022-05-02T14:00:00Z
02/05/22,Otoño,03:00 p. m.,20.4,27,931.37,4.17,0.89,36.67,47.55,103.79,35.7,25,2022-05-02T15:00:00Z
06/07/22,Invierno,10:00 a. m.,3.8,62,917.93,2.5,3.06,76.95,68.35,186.35,41.36,8.5,2022-07-06T10:00:00Z
06/07/22,Invierno,11:00 a. m.,8.9,43,917.11,3.06,2.62,60.25,73.58,165.96,55,71.5,2022-07-06T11:00:00Z
06/07/22,Invierno,12:00 p. m.,24,6,914.46,10.28,1.94,28.75,52.32,96.4,59.08,160.5,2022-07-06T12:00:00Z
06/07/22,Invierno,01:00 p. m.,25.1,12,914.18,7.78,1.57,19.24,45.97,75.47,91.88,66,2022-07-06T13:00:00Z
06/07/22,Invierno,02:00 p. m.,24.8,8,913.91,9.17,1.48,21.18,44.22,76.7,115.42,78,2022-07-06T14:00:00Z
06/07/22,Invierno,03:00 p. m.,24.4,10,913.27,9.72,1.31,17.2,42.83,69.2,102.19,94,2022-07-06T15:00:00Z
06/07/22,Invierno,04:00 p. m.,24.3,9,913.18,9.72,1.24,20.2,43.47,74.43,103.35,48,2022-07-06T16:00:00Z
06/07/22,Invierno,05:00 p. m.,24,9,914.73,7.78,1.23,15.43,41.01,64.68,93,75.5,2022-07-06T17:00:00Z
06/07/22,Invierno,06:00 p. m.,22.3,8,916.38,8.33,1.29,28.76,50.21,94.31,115.58,69,2022-07-06T18:00:00Z
06/07/22,Invierno,07:00 p. m.,20.3,9,917.02,4.72,1.68,83.94,55.95,184.65,132.11,64,2022-07-06T19:00:00Z
06/07/22,Invierno,08:00 p. m.,17.3,21,918.57,7.22,1.61,88.37,56.16,191.66,111.41,89,2022-07-06T20:00:00Z
06/07/22,Invierno,09:00 p. m.,15.1,33,922.5,2.5,1.38,51.52,54.77,133.77,83.52,101.5,2022-07-06T21:00:00Z
06/07/22,Invierno,10:00 p. m.,10.7,40,926.43,5.56,1.19,35.35,51.6,105.8,64.1,318,2022-07-06T22:00:00Z
06/07/22,Invierno,11:00 p. m.,9.9,45,927.16,4.17,1.22,42.43,50.15,115.2,71.94,143,2022-07-06T23:00:00Z
07/07/22,Invierno,12:00 a. m.,9.7,42,926.52,3.06,1.13,49.46,50.2,126.05,78.21,107.5,2022-07-07T00:00:00Z
07/07/22,Invierno,01:00 a. m.,9.1,46,927.34,2.5,1.18,52.15,50.68,130.64,75.08,94.5,2022-07-07T01:00:00Z
07/07/22,Invierno,02:00 a. m.,8.5,47,927.62,1.94,1.2,52.54,49.66,130.23,68.39,81,2022-07-07T02:00:00Z
07/07/22,Invierno,03:00 a. m.,8.1,46,927.89,2.5,1.16,50.5,47.74,125.17,64.22,74,2022-07-07T03:00:00Z
07/07/22,Invierno,04:00 a. m.,6.9,51,927.89,1.67,1.09,46.43,46.27,117.47,59.02,71.5,2022-07-07T04:00:00Z
07/07/22,Invierno,05:00 a. m.,6.5,50,927.71,1.94,1.1,44.3,45.45,113.38,53.85,62.5,2022-07-07T05:00:00Z
07/07/22,Invierno,06:00 a. m.,5.3,56,928.81,1.67,1.15,44.89,45.68,114.52,48.79,66,2022-07-07T06:00:00Z
07/07/22,Invierno,07:00 a. m.,4.5,54,928.62,1.94,1.52,64.53,50.24,149.19,47.71,87,2022-07-07T07:00:00Z
07/07/22,Invierno,08:00 a. m.,3.4,61,929.9,2.5,2.23,121.1,56.48,242.17,46.18,129,2022-07-07T08:00:00Z
07/07/22,Invierno,09:00 a. m.,4.4,51,931,1.94,2.13,116.32,57.63,235.99,56.93,118.5,2022-07-07T09:00:00Z
07/07/22,Invierno,10:00 a. m.,6.7,38,931.73,3.06,2.06,96.32,61.27,208.96,72.37,94.5,2022-07-07T10:00:00Z
07/07/22,Invierno,11:00 a. m.,9.2,32,931.55,4.72,1.54,65.8,58.12,159.02,71.16,82.5,2022-07-07T11:00:00Z
07/07/22,Invierno,12:00 p. m.,10,30,931.55,5.56,1.27,42.88,53.6,119.34,67.71,55,2022-07-07T12:00:00Z
07/07/22,Invierno,01:00 p. m.,11.2,27,930.82,3.61,1.51,45.14,53.01,122.22,73.56,48.5,2022-07-07T13:00:00Z
07/07/22,Invierno,02:00 p. m.,11.9,25,930,3.61,1.31,51.11,53.14,131.52,76.39,46.5,2022-07-07T14:00:00Z
07/07/22,Invierno,03:00 p. m.,12.7,25,928.99,3.61,1.28,49.66,52.21,128.35,74.4,40,2022-07-07T15:00:00Z
07/07/22,Invierno,04:00 p. m.,13,27,928.62,2.5,1.31,47.57,52.34,125.29,70.24,40.5,2022-07-07T16:00:00Z
07/07/22,Invierno,05:00 p. m.,13.2,25,928.53,2.5,1.4,52.87,54.25,135.33,70.57,42.5,2022-07-07T17:00:00Z
07/07/22,Invierno,06:00 p. m.,12.4,27,929.08,2.5,1.39,64.88,55.74,155.22,71.98,47.5,2022-07-07T18:00:00Z
07/07/22,Invierno,07:00 p. m.,10,43,930,1.67,1.73,88.49,59.34,195.02,71.62,70.5,2022-07-07T19:00:00Z
07/07/22,Invierno,08:00 p. m.,8.8,46,930.82,1.67,2.03,111.22,62.75,233.29,63.88,75.5,2022-07-07T20:00:00Z
07/07/22,Invierno,09:00 p. m.,7.8,57,931.27,2.5,1.82,97.28,58.16,207.33,62.97,78,2022-07-07T21:00:00Z
07/07/22,Invierno,10:00 p. m.,4.9,57,930.91,1.11,1.75,77.24,54.87,173.31,68.84,59,2022-07-07T22:00:00Z
07/07/22,Invierno,11:00 p. m.,5.1,57,930.18,1.67,1.51,66.04,52.74,153.99,76.46,46,2022-07-07T23:00:00Z
08/07/22,Invierno,12:00 a. m.,2.4,75,930.27,0,1.57,75.62,54.89,170.85,71.3,56.5,2022-07-08T00:00:00Z
08/07/22,Invierno,01:00 a. m.,2.4,56,929.54,1.11,1.68,79.87,55.42,177.89,59.21,65,2022-07-08T01:00:00Z
08/07/22,Invierno,02:00 a. m.,2.1,61,928.81,1.11,1.46,65.09,52.55,152.36,52.2,32.5,2022-07-08T02:00:00Z
08/07/22,Invierno,03:00 a. m.,1.8,62,928.08,0,1.37,55.98,50.19,136.02,47.47,30.5,2022-07-08T03:00:00Z
08/07/22,Invierno,04:00 a. m.,1.4,67,927.53,0,1.38,51.19,47.85,126.34,44.93,31.5,2022-07-08T04:00:00Z
08/07/22,Invierno,05:00 a. m.,1.5,65,926.25,1.11,1.37,53.09,48.42,129.82,43.29,41,2022-07-08T05:00:00Z
08/07/22,Invierno,06:00 a. m.,1.4,67,926.52,1.11,1.43,61.62,49.34,143.83,40.27,39.5,2022-07-08T06:00:00Z
08/07/22,Invierno,07:00 a. m.,0.7,67,925.33,0,1.79,89.31,51.98,188.91,40.21,63,2022-07-08T07:00:00Z
08/07/22,Invierno,08:00 a. m.,1.4,63,926.43,1.94,2.46,123.68,59.61,249.25,39.85,92,2022-07-08T08:00:00Z
08/07/22,Invierno,09:00 a. m.,1.8,62,926.34,1.11,2.64,150.82,67.27,298.53,65.08,113,2022-07-08T09:00:00Z
08/07/22,Invierno,10:00 a. m.,3,61,926.7,1.11,2.19,120.95,64.15,249.61,68.47,91,2022-07-08T10:00:00Z
08/07/22,Invierno,11:00 a. m.,6.8,48,926.34,1.11,1.86,99.35,64.7,217.05,69.54,89,2022-07-08T11:00:00Z
08/07/22,Invierno,12:00 p. m.,9.8,36,925.7,1.67,1.48,74.43,62.89,177.01,68.21,72,2022-07-08T12:00:00Z
08/07/22,Invierno,01:00 p. m.,11,34,925.15,3.06,1.31,51.88,62.87,142.42,67.14,75.5,2022-07-08T13:00:00Z
08/07/22,Invierno,02:00 p. m.,13.2,30,923.6,1.94,1.39,45.52,62.15,131.95,72.32,84,2022-07-08T14:00:00Z
08/07/22,Invierno,03:00 p. m.,14.2,32,922.96,1.67,1.3,44.87,60.6,129.39,70.14,74,2022-07-08T15:00:00Z
08/07/22,Invierno,04:00 p. m.,14.2,31,922.5,1.67,1.33,43.28,62.21,128.57,64.69,68,2022-07-08T16:00:00Z
08/07/22,Invierno,05:00 p. m.,14.2,31,922.5,2.5,1.26,46.23,64.43,135.31,62.1,80,2022-07-08T17:00:00Z
08/07/22,Invierno,06:00 p. m.,13.4,32,922.96,1.94,1.38,51.28,69.07,147.7,58.4,87,2022-07-08T18:00:00Z
08/07/22,Invierno,07:00 p. m.,10.8,49,923.96,1.67,2.44,106.18,75.68,238.49,55.25,112,2022-07-08T19:00:00Z
08/07/22,Invierno,08:00 p. m.,9.4,53,924.79,1.67,2.84,196.86,83.33,385.19,52.6,164,2022-07-08T20:00:00Z
08/07/22,Invierno,09:00 p. m.,8.4,52,924.88,1.11,2.18,126.62,73.15,267.29,45.7,112.5,2022-07-08T21:00:00Z
08/07/22,Invierno,10:00 p. m.,6.8,72,924.79,1.67,2.52,128.17,73.1,269.62,42.05,117,2022-07-08T22:00:00Z
08/07/22,Invierno,11:00 p. m.,5.8,80,924.05,0,2.68,126.88,74.27,268.81,40.48,140.5,2022-07-08T23:00:00Z
09/07/22,Invierno,12:00 a. m.,4.8,64,923.41,0,2.59,110.56,70.09,239.61,38.13,131,2022-07-09T00:00:00Z
09/07/22,Invierno,01:00 a. m.,4.2,63,923.05,1.11,2.44,111.78,66.98,238.38,34.93,122.5,2022-07-09T01:00:00Z
09/07/22,Invierno,02:00 a. m.,3,68,922.5,1.67,1.98,87.86,62.26,196.98,31.81,82,2022-07-09T02:00:00Z
09/07/22,Invierno,03:00 a. m.,2.8,67,921.68,1.11,1.6,71.07,59.15,168.11,30.04,67,2022-07-09T03:00:00Z
09/07/22,Invierno,04:00 a. m.,2.4,70,921.4,1.11,1.46,54.11,56.51,139.48,28.98,58.5,2022-07-09T04:00:00Z
09/07/22,Invierno,05:00 a. m.,1.8,69,920.22,1.11,1.29,44.5,53.65,121.89,27.8,61.5,2022-07-09T05:00:00Z
09/07/22,Invierno,06:00 a. m.,1,71,919.39,0,1.27,48.83,53.78,128.66,26.61,51,2022-07-09T06:00:00Z
09/07/22,Invierno,07:00 a. m.,0.6,74,919.67,0,1.59,75.05,55.77,170.84,25.37,67,2022-07-09T07:00:00Z
09/07/22,Invierno,08:00 a. m.,0,74,920.12,0,1.75,101.81,58.31,214.43,23.88,73.5,2022-07-09T08:00:00Z
09/07/22,Invierno,09:00 a. m.,1.2,71,919.76,2.5,1.61,79.93,56.58,179.14,23,63,2022-07-09T09:00:00Z
09/07/22,Invierno,10:00 a. m.,4.2,63,919.12,0,1.72,86.57,58.13,190.87,23.7,59,2022-07-09T10:00:00Z
09/07/22,Invierno,11:00 a. m.,9.6,45,917.93,1.11,1.68,83,67.12,194.38,25.44,67.5,2022-07-09T11:00:00Z
09/07/22,Invierno,12:00 p. m.,10,39,916.74,2.5,1.47,46.26,67.08,138,27.85,101.5,2022-07-09T12:00:00Z
09/07/22,Invierno,01:00 p. m.,10.4,46,915.83,3.06,1.38,32.96,67.05,117.59,30.99,101,2022-07-09T13:00:00Z
09/07/22,Invierno,02:00 p. m.,13.4,32,914,3.06,1.36,32.86,67.51,117.9,37.21,93.5,2022-07-09T14:00:00Z
09/07/22,Invierno,03:00 p. m.,16.6,24,911.53,5.56,1.39,37.86,72.89,130.93,42.11,102.5,2022-07-09T15:00:00Z
09/07/22,Invierno,04:00 p. m.,24,6,909.43,18.06,1.16,30.27,63.89,110.3,38.06,119,2022-07-09T16:00:00Z
09/07/22,Invierno,05:00 p. m.,22.8,8,911.26,10.28,0.99,10.27,37.22,52.96,38.74,154.5,2022-07-09T17:00:00Z
09/07/22,Invierno,06:00 p. m.,20.8,16,913.73,3.61,0.94,11.73,34.69,52.68,36.23,80.5,2022-07-09T18:00:00Z
09/07/22,Invierno,07:00 p. m.,19.4,16,915.1,4.17,1.03,20.58,41.13,72.68,39.76,18,2022-07-09T19:00:00Z
09/07/22,Invierno,08:00 p. m.,18.4,20,915.83,1.94,1.04,23.04,40.95,76.27,38.54,8,2022-07-09T20:00:00Z
09/07/22,Invierno,09:00 p. m.,13.9,26,917.2,4.72,1.01,17.7,38.44,65.58,35.24,13.5,2022-07-09T21:00:00Z
09/07/22,Invierno,10:00 p. m.,14.1,25,916.74,3.06,1.21,42.52,50.56,115.76,40.45,22.5,2022-07-09T22:00:00Z
09/07/22,Invierno,11:00 p. m.,14.5,25,916.38,3.06,1.43,53.66,54.06,136.33,41.72,31,2022-07-09T23:00:00Z
10/07/22,Invierno,12:00 a. m.,13,35,916.56,1.67,1.41,64.14,54.64,153,41.32,32.5,2022-07-10T00:00:00Z
10/07/22,Invierno,01:00 a. m.,11.9,30,917.2,7.22,1.32,59.02,53.28,143.77,37.32,63,2022-07-10T01:00:00Z
10/07/22,Invierno,02:00 a. m.,11.6,31,917.84,4.72,1.16,41.48,53.32,116.92,36.62,74,2022-07-10T02:00:00Z
10/07/22,Invierno,03:00 a. m.,12,30,918.48,3.06,1.11,46.08,54.81,125.47,39.61,52.5,2022-07-10T03:00:00Z
10/07/22,Invierno,04:00 a. m.,11.3,34,918.3,3.61,1.03,44.76,53.99,122.62,40.95,46.5,2022-07-10T04:00:00Z
10/07/22,Invierno,05:00 a. m.,9.3,50,918.66,1.11,1.12,45.15,54.4,123.64,38.88,46,2022-07-10T05:00:00Z
10/07/22,Invierno,06:00 a. m.,8.4,47,920.31,3.61,1.28,52.72,55.95,136.79,36.5,54.5,2022-07-10T06:00:00Z
10/07/22,Invierno,07:00 a. m.,10.7,34,920.86,6.11,1.21,56.32,56.48,142.84,35.53,33,2022-07-10T07:00:00Z
10/07/22,Invierno,08:00 a. m.,9.4,43,921.77,1.94,1.15,52.07,54.48,134.32,34.45,27,2022-07-10T08:00:00Z
10/07/22,Invierno,09:00 a. m.,9.2,39,923.23,1.11,1.19,54.48,54.57,138.11,33.32,25.5,2022-07-10T09:00:00Z
10/07/22,Invierno,10:00 a. m.,11.4,31,924.6,2.5,1.14,56.48,55.76,142.37,34.82,15,2022-07-10T10:00:00Z
10/07/22,Invierno,11:00 a. m.,13.4,27,924.51,3.06,1.06,49.54,54.42,130.38,39.45,9.5,2022-07-10T11:00:00Z
10/07/22,Invierno,12:00 p. m.,14.4,24,924.69,4.72,0.99,44.35,52.77,120.78,40.92,16,2022-07-10T12:00:00Z
10/07/22,Invierno,01:00 p. m.,14.8,25,924.15,2.5,0.98,30.43,51.38,98.05,33.86,11,2022-07-10T13:00:00Z
10/07/22,Invierno,02:00 p. m.,15.2,28,922.87,5.28,1.05,22.09,49.01,82.88,29.58,13,2022-07-10T14:00:00Z
10/07/22,Invierno,03:00 p. m.,15.4,26,922.23,6.67,0.97,22.42,49.18,83.56,28.62,11,2022-07-10T15:00:00Z
10/07/22,Invierno,04:00 p. m.,14.6,26,922.5,6.11,1.03,21.38,48.5,81.28,28.8,15,2022-07-10T16:00:00Z
10/07/22,Invierno,05:00 p. m.,13.6,27,923.32,5.56,1.11,27.38,49.52,91.5,30.65,25,2022-07-10T17:00:00Z
10/07/22,Invierno,06:00 p. m.,12.6,32,924.24,4.17,1.09,36.19,52.38,107.87,31.94,19.5,2022-07-10T18:00:00Z
10/07/22,Invierno,07:00 p. m.,11,39,924.79,1.94,1.16,50.85,55.83,133.81,34.67,33.5,2022-07-10T19:00:00Z
10/07/22,Invierno,08:00 p. m.,10,52,924.79,1.11,1.21,60.4,58.21,150.82,33.88,30.5,2022-07-10T20:00:00Z
10/07/22,Invierno,09:00 p. m.,9.2,46,925.79,1.94,1.3,57.21,55.6,143.33,33.97,31.5,2022-07-10T21:00:00Z
